"model","scenario","year","variable","value"
"CanESM5","ssp245",2074,"global_tas",3.89492798563579
"CanESM5","ssp245",2074,"land_tas",4.94187469019607
"CanESM5","ssp245",2074,"sst",2.62745610411765
"CanESM5","ssp245",2075,"global_tas",3.89728845680467
"CanESM5","ssp245",2075,"land_tas",4.91511829019608
"CanESM5","ssp245",2075,"sst",2.63677670411765
"CanESM5","ssp245",2076,"global_tas",3.92990961349279
"CanESM5","ssp245",2076,"land_tas",4.94994789019607
"CanESM5","ssp245",2076,"sst",2.65979194411765
"CanESM5","ssp245",2077,"global_tas",3.98714297431534
"CanESM5","ssp245",2077,"land_tas",5.08302429019607
"CanESM5","ssp245",2077,"sst",2.69581234411765
"CanESM5","ssp245",2078,"global_tas",4.00627096846584
"CanESM5","ssp245",2078,"land_tas",5.08866749019607
"CanESM5","ssp245",2078,"sst",2.71098186411765
"CanESM5","ssp245",2079,"global_tas",4.02539212805873
"CanESM5","ssp245",2079,"land_tas",5.11399469019608
"CanESM5","ssp245",2079,"sst",2.72366998411765
"CanESM5","ssp245",2080,"global_tas",4.05239610531871
"CanESM5","ssp245",2080,"land_tas",5.14275549019607
"CanESM5","ssp245",2080,"sst",2.74551210411765
"CanESM5","ssp245",2081,"global_tas",4.09333375287801
"CanESM5","ssp245",2081,"land_tas",5.21891829019607
"CanESM5","ssp245",2081,"sst",2.76416282411765
"CanESM5","ssp245",2082,"global_tas",4.09200762498386
"CanESM5","ssp245",2082,"land_tas",5.18267829019608
"CanESM5","ssp245",2082,"sst",2.76998818411765
"CanESM5","ssp245",2083,"global_tas",4.14169504196515
"CanESM5","ssp245",2083,"land_tas",5.26329309019608
"CanESM5","ssp245",2083,"sst",2.80587318411765
"CanESM5","ssp245",2084,"global_tas",4.18416500055975
"CanESM5","ssp245",2084,"land_tas",5.33607349019608
"CanESM5","ssp245",2084,"sst",2.83252458411765
"CanESM5","ssp245",2085,"global_tas",4.1779742341004
"CanESM5","ssp245",2085,"land_tas",5.29716349019607
"CanESM5","ssp245",2085,"sst",2.82867290411765
"CanESM5","ssp245",2086,"global_tas",4.180389471223
"CanESM5","ssp245",2086,"land_tas",5.29336029019607
"CanESM5","ssp245",2086,"sst",2.83546974411765
"CanESM5","ssp245",2087,"global_tas",4.20577018722612
"CanESM5","ssp245",2087,"land_tas",5.34797389019608
"CanESM5","ssp245",2087,"sst",2.85510738411765
"CanESM5","ssp245",2088,"global_tas",4.19050672222174
"CanESM5","ssp245",2088,"land_tas",5.29156589019607
"CanESM5","ssp245",2088,"sst",2.84398650411765
"CanESM5","ssp245",2089,"global_tas",4.20233339330866
"CanESM5","ssp245",2089,"land_tas",5.28440909019607
"CanESM5","ssp245",2089,"sst",2.85833486411765
"CanESM5","ssp245",2090,"global_tas",4.23098434519692
"CanESM5","ssp245",2090,"land_tas",5.38059469019607
"CanESM5","ssp245",2090,"sst",2.87660194411765
"CanESM5","ssp245",2091,"global_tas",4.26686551519495
"CanESM5","ssp245",2091,"land_tas",5.42253709019607
"CanESM5","ssp245",2091,"sst",2.89802922411765
"CanESM5","ssp245",2092,"global_tas",4.26178349913065
"CanESM5","ssp245",2092,"land_tas",5.38562309019608
"CanESM5","ssp245",2092,"sst",2.90540678411765
"CanESM5","ssp245",2093,"global_tas",4.24967267610944
"CanESM5","ssp245",2093,"land_tas",5.34252309019607
"CanESM5","ssp245",2093,"sst",2.89876874411765
"CanESM5","ssp245",2094,"global_tas",4.31167053641881
"CanESM5","ssp245",2094,"land_tas",5.45978989019607
"CanESM5","ssp245",2094,"sst",2.94095802411765
"CanESM5","ssp245",2095,"global_tas",4.34751558838756
"CanESM5","ssp245",2095,"land_tas",5.51726669019607
"CanESM5","ssp245",2095,"sst",2.95926034411765
"CanESM5","ssp245",2096,"global_tas",4.33580322938075
"CanESM5","ssp245",2096,"land_tas",5.47477309019607
"CanESM5","ssp245",2096,"sst",2.95459558411765
"CanESM5","ssp245",2097,"global_tas",4.34140242082233
"CanESM5","ssp245",2097,"land_tas",5.49798669019607
"CanESM5","ssp245",2097,"sst",2.95765922411765
"CanESM5","ssp245",2098,"global_tas",4.33306931909001
"CanESM5","ssp245",2098,"land_tas",5.45579669019607
"CanESM5","ssp245",2098,"sst",2.96326378411765
"CanESM5","ssp245",2099,"global_tas",4.35365031636267
"CanESM5","ssp245",2099,"land_tas",5.48924949019608
"CanESM5","ssp245",2099,"sst",2.98080130411765
"CanESM5","ssp245",2100,"global_tas",4.36345019642947
"CanESM5","ssp245",2100,"land_tas",5.51248309019608
"CanESM5","ssp245",2100,"sst",2.98341026411765
"CanESM5","ssp370",1850,"global_tas",-0.0809086753897418
"CanESM5","ssp370",1850,"land_tas",-0.112372509803929
"CanESM5","ssp370",1850,"sst",-0.0396564925490195
"CanESM5","ssp370",1851,"global_tas",-0.0202198900717394
"CanESM5","ssp370",1851,"land_tas",-0.00282330980392768
"CanESM5","ssp370",1851,"sst",-0.0194247425490198
"CanESM5","ssp370",1852,"global_tas",-0.034433524106555
"CanESM5","ssp370",1852,"land_tas",-0.0510697098039282
"CanESM5","ssp370",1852,"sst",-0.0222725825490194
"CanESM5","ssp370",1853,"global_tas",0.0188605164306704
"CanESM5","ssp370",1853,"land_tas",0.0390522901960707
"CanESM5","ssp370",1853,"sst",0.00760655745098057
"CanESM5","ssp370",1854,"global_tas",0.0146165746565634
"CanESM5","ssp370",1854,"land_tas",0.0438702901960733
"CanESM5","ssp370",1854,"sst",0.0118516274509802
"CanESM5","ssp370",1855,"global_tas",0.0209341429502502
"CanESM5","ssp370",1855,"land_tas",0.0513542901960728
"CanESM5","ssp370",1855,"sst",0.00271689745097981
"CanESM5","ssp370",1856,"global_tas",0.00518712107694456
"CanESM5","ssp370",1856,"land_tas",-0.00210090980392353
"CanESM5","ssp370",1856,"sst",-0.0108604825490194
"CanESM5","ssp370",1857,"global_tas",0.000697539687298555
"CanESM5","ssp370",1857,"land_tas",-0.0157301098039261
"CanESM5","ssp370",1857,"sst",-0.00215330588235294
"CanESM5","ssp370",1858,"global_tas",-0.0106149113144124
"CanESM5","ssp370",1858,"land_tas",-0.00545210980393214
"CanESM5","ssp370",1858,"sst",-0.0047020225490201
"CanESM5","ssp370",1859,"global_tas",0.0306205880976905
"CanESM5","ssp370",1859,"land_tas",0.0759102901960706
"CanESM5","ssp370",1859,"sst",0.00727595078431376
"CanESM5","ssp370",1860,"global_tas",0.00623212755155009
"CanESM5","ssp370",1860,"land_tas",0.0228730901960694
"CanESM5","ssp370",1860,"sst",-0.00311093921568605
"CanESM5","ssp370",1861,"global_tas",-0.000837660263780455
"CanESM5","ssp370",1861,"land_tas",0.00439229019607182
"CanESM5","ssp370",1861,"sst",-0.00628935254901965
"CanESM5","ssp370",1862,"global_tas",-0.0555982497660034
"CanESM5","ssp370",1862,"land_tas",-0.0570237098039274
"CanESM5","ssp370",1862,"sst",-0.0456836725490196
"CanESM5","ssp370",1863,"global_tas",-0.052968708652329
"CanESM5","ssp370",1863,"land_tas",-0.0381069098039325
"CanESM5","ssp370",1863,"sst",-0.0395699192156862
"CanESM5","ssp370",1864,"global_tas",-0.0529021554281825
"CanESM5","ssp370",1864,"land_tas",-0.067714509803925
"CanESM5","ssp370",1864,"sst",-0.0496293925490196
"CanESM5","ssp370",1865,"global_tas",-0.0224326514310156
"CanESM5","ssp370",1865,"land_tas",-0.0436593098039271
"CanESM5","ssp370",1865,"sst",-0.0211830192156864
"CanESM5","ssp370",1866,"global_tas",0.0152188101811339
"CanESM5","ssp370",1866,"land_tas",0.0487718901960738
"CanESM5","ssp370",1866,"sst",0.00486623411764708
"CanESM5","ssp370",1867,"global_tas",0.031961508925258
"CanESM5","ssp370",1867,"land_tas",0.0611058901960723
"CanESM5","ssp370",1867,"sst",0.00800249078431388
"CanESM5","ssp370",1868,"global_tas",-0.00556807478544212
"CanESM5","ssp370",1868,"land_tas",0.00625789019606824
"CanESM5","ssp370",1868,"sst",-0.00382186921568635
"CanESM5","ssp370",1869,"global_tas",0.00447560685800682
"CanESM5","ssp370",1869,"land_tas",0.0139046901960682
"CanESM5","ssp370",1869,"sst",0.00678224078431362
"CanESM5","ssp370",1870,"global_tas",0.0511668783966684
"CanESM5","ssp370",1870,"land_tas",0.0743058901960717
"CanESM5","ssp370",1870,"sst",0.0317400507843134
"CanESM5","ssp370",1871,"global_tas",0.0728188055976238
"CanESM5","ssp370",1871,"land_tas",0.123551490196078
"CanESM5","ssp370",1871,"sst",0.0459639707843136
"CanESM5","ssp370",1872,"global_tas",0.0711629397009915
"CanESM5","ssp370",1872,"land_tas",0.104288290196073
"CanESM5","ssp370",1872,"sst",0.0504232274509804
"CanESM5","ssp370",1873,"global_tas",0.0315962362724872
"CanESM5","ssp370",1873,"land_tas",0.0140546901960738
"CanESM5","ssp370",1873,"sst",0.0177635441176471
"CanESM5","ssp370",1874,"global_tas",0.023105944041231
"CanESM5","ssp370",1874,"land_tas",0.0279486901960695
"CanESM5","ssp370",1874,"sst",0.0113975041176469
"CanESM5","ssp370",1875,"global_tas",0.0372039991068937
"CanESM5","ssp370",1875,"land_tas",0.0376834901960751
"CanESM5","ssp370",1875,"sst",0.0182821341176471
"CanESM5","ssp370",1876,"global_tas",0.0354787148339187
"CanESM5","ssp370",1876,"land_tas",0.0441550901960795
"CanESM5","ssp370",1876,"sst",0.0260967707843137
"CanESM5","ssp370",1877,"global_tas",0.0379133555356861
"CanESM5","ssp370",1877,"land_tas",0.0116978901960761
"CanESM5","ssp370",1877,"sst",0.0228374841176472
"CanESM5","ssp370",1878,"global_tas",0.0952931672218597
"CanESM5","ssp370",1878,"land_tas",0.117453490196074
"CanESM5","ssp370",1878,"sst",0.0594520507843136
"CanESM5","ssp370",1879,"global_tas",0.104976791580934
"CanESM5","ssp370",1879,"land_tas",0.119198290196075
"CanESM5","ssp370",1879,"sst",0.0641422774509804
"CanESM5","ssp370",1880,"global_tas",0.0740759196690806
"CanESM5","ssp370",1880,"land_tas",0.0715354901960723
"CanESM5","ssp370",1880,"sst",0.0541192474509807
"CanESM5","ssp370",1881,"global_tas",0.0642571654070502
"CanESM5","ssp370",1881,"land_tas",0.0513894901960748
"CanESM5","ssp370",1881,"sst",0.0460055407843136
"CanESM5","ssp370",1882,"global_tas",0.0759139064971327
"CanESM5","ssp370",1882,"land_tas",0.0851498901960668
"CanESM5","ssp370",1882,"sst",0.0518078874509806
"CanESM5","ssp370",1883,"global_tas",0.0503735096625087
"CanESM5","ssp370",1883,"land_tas",0.058869490196073
"CanESM5","ssp370",1883,"sst",0.0289325007843138
"CanESM5","ssp370",1884,"global_tas",-0.246856206491934
"CanESM5","ssp370",1884,"land_tas",-0.493280509803931
"CanESM5","ssp370",1884,"sst",-0.151597325882353
"CanESM5","ssp370",1885,"global_tas",-0.223355105757455
"CanESM5","ssp370",1885,"land_tas",-0.351115709803923
"CanESM5","ssp370",1885,"sst",-0.147756469215686
"CanESM5","ssp370",1886,"global_tas",-0.164074299154545
"CanESM5","ssp370",1886,"land_tas",-0.219686909803931
"CanESM5","ssp370",1886,"sst",-0.107383185882352
"CanESM5","ssp370",1887,"global_tas",-0.102684763836378
"CanESM5","ssp370",1887,"land_tas",-0.100593709803927
"CanESM5","ssp370",1887,"sst",-0.0768749458823528
"CanESM5","ssp370",1888,"global_tas",-0.083983031616674
"CanESM5","ssp370",1888,"land_tas",-0.0761825098039276
"CanESM5","ssp370",1888,"sst",-0.0528048492156864
"CanESM5","ssp370",1889,"global_tas",-0.0372876281055392
"CanESM5","ssp370",1889,"land_tas",-0.00528650980392743
"CanESM5","ssp370",1889,"sst",-0.0241534392156862
"CanESM5","ssp370",1890,"global_tas",-0.0196833723857413
"CanESM5","ssp370",1890,"land_tas",0.00295429019607131
"CanESM5","ssp370",1890,"sst",-0.000952169215685979
"CanESM5","ssp370",1891,"global_tas",-0.0783609184825901
"CanESM5","ssp370",1891,"land_tas",-0.138466109803928
"CanESM5","ssp370",1891,"sst",-0.0336318458823531
"CanESM5","ssp370",1892,"global_tas",-0.076367681095387
"CanESM5","ssp370",1892,"land_tas",-0.110299709803928
"CanESM5","ssp370",1892,"sst",-0.0361393458823531
"CanESM5","ssp370",1893,"global_tas",-0.0196057175128362
"CanESM5","ssp370",1893,"land_tas",-0.00264770980392539
"CanESM5","ssp370",1893,"sst",-0.0139232858823532
"CanESM5","ssp370",1894,"global_tas",0.0113610600312449
"CanESM5","ssp370",1894,"land_tas",0.0386134901960737
"CanESM5","ssp370",1894,"sst",0.0166144474509805
"CanESM5","ssp370",1895,"global_tas",0.0476023957286725
"CanESM5","ssp370",1895,"land_tas",0.06793229019607
"CanESM5","ssp370",1895,"sst",0.0400926674509801
"CanESM5","ssp370",1896,"global_tas",0.0610387548164795
"CanESM5","ssp370",1896,"land_tas",0.0910794901960685
"CanESM5","ssp370",1896,"sst",0.0482580441176472
"CanESM5","ssp370",1897,"global_tas",0.0578463230361672
"CanESM5","ssp370",1897,"land_tas",0.0773158901960732
"CanESM5","ssp370",1897,"sst",0.0533664474509802
"CanESM5","ssp370",1898,"global_tas",0.0712112725968041
"CanESM5","ssp370",1898,"land_tas",0.10218229019607
"CanESM5","ssp370",1898,"sst",0.0524290874509803
"CanESM5","ssp370",1899,"global_tas",0.0689445221080314
"CanESM5","ssp370",1899,"land_tas",0.0761838901960755
"CanESM5","ssp370",1899,"sst",0.0590391341176469
"CanESM5","ssp370",1900,"global_tas",0.0965970273914878
"CanESM5","ssp370",1900,"land_tas",0.128576290196076
"CanESM5","ssp370",1900,"sst",0.0657086374509803
"CanESM5","ssp370",1901,"global_tas",0.0557951569482702
"CanESM5","ssp370",1901,"land_tas",0.0178842901960797
"CanESM5","ssp370",1901,"sst",0.0447342107843135
"CanESM5","ssp370",1902,"global_tas",0.0457936583569744
"CanESM5","ssp370",1902,"land_tas",-0.00214450980392484
"CanESM5","ssp370",1902,"sst",0.0541223007843137
"CanESM5","ssp370",1903,"global_tas",-0.107637112384946
"CanESM5","ssp370",1903,"land_tas",-0.284806909803929
"CanESM5","ssp370",1903,"sst",-0.0234900725490194
"CanESM5","ssp370",1904,"global_tas",-0.0930499482033861
"CanESM5","ssp370",1904,"land_tas",-0.193674509803923
"CanESM5","ssp370",1904,"sst",-0.0268369692156859
"CanESM5","ssp370",1905,"global_tas",-0.050970408134367
"CanESM5","ssp370",1905,"land_tas",-0.110432109803928
"CanESM5","ssp370",1905,"sst",-0.0136718058823527
"CanESM5","ssp370",1906,"global_tas",-0.00951225568763222
"CanESM5","ssp370",1906,"land_tas",-0.048664509803923
"CanESM5","ssp370",1906,"sst",0.00780996078431372
"CanESM5","ssp370",1907,"global_tas",7.51982979977578e-05
"CanESM5","ssp370",1907,"land_tas",-0.0579397098039318
"CanESM5","ssp370",1907,"sst",0.0256838841176469
"CanESM5","ssp370",1908,"global_tas",0.0319294603106869
"CanESM5","ssp370",1908,"land_tas",-0.0146993098039297
"CanESM5","ssp370",1908,"sst",0.0469178907843136
"CanESM5","ssp370",1909,"global_tas",0.0441226886453683
"CanESM5","ssp370",1909,"land_tas",0.0335626901960699
"CanESM5","ssp370",1909,"sst",0.0614516974509802
"CanESM5","ssp370",1910,"global_tas",0.0607202202157987
"CanESM5","ssp370",1910,"land_tas",0.0633994901960682
"CanESM5","ssp370",1910,"sst",0.0510132107843135
"CanESM5","ssp370",1911,"global_tas",0.0670610300440763
"CanESM5","ssp370",1911,"land_tas",0.0508590901960815
"CanESM5","ssp370",1911,"sst",0.070694610784314
"CanESM5","ssp370",1912,"global_tas",-0.00251628774228495
"CanESM5","ssp370",1912,"land_tas",-0.0791001098039283
"CanESM5","ssp370",1912,"sst",0.0494367074509802
"CanESM5","ssp370",1913,"global_tas",-0.0342027951795717
"CanESM5","ssp370",1913,"land_tas",-0.146234909803925
"CanESM5","ssp370",1913,"sst",0.0132542274509809
"CanESM5","ssp370",1914,"global_tas",0.0337483304808847
"CanESM5","ssp370",1914,"land_tas",0.01446149019607
"CanESM5","ssp370",1914,"sst",0.0504354374509807
"CanESM5","ssp370",1915,"global_tas",0.0741460554802642
"CanESM5","ssp370",1915,"land_tas",0.09358069019607
"CanESM5","ssp370",1915,"sst",0.0542107007843137
"CanESM5","ssp370",1916,"global_tas",0.0720928351449175
"CanESM5","ssp370",1916,"land_tas",0.0607310901960727
"CanESM5","ssp370",1916,"sst",0.0626940707843138
"CanESM5","ssp370",1917,"global_tas",0.104107329941255
"CanESM5","ssp370",1917,"land_tas",0.111707890196076
"CanESM5","ssp370",1917,"sst",0.0872092641176467
"CanESM5","ssp370",1918,"global_tas",0.142384934324546
"CanESM5","ssp370",1918,"land_tas",0.175423090196068
"CanESM5","ssp370",1918,"sst",0.12019390745098
"CanESM5","ssp370",1919,"global_tas",0.151154674969093
"CanESM5","ssp370",1919,"land_tas",0.189453490196076
"CanESM5","ssp370",1919,"sst",0.115691384117647
"CanESM5","ssp370",1920,"global_tas",0.130869852547185
"CanESM5","ssp370",1920,"land_tas",0.147499490196071
"CanESM5","ssp370",1920,"sst",0.115501924117647
"CanESM5","ssp370",1921,"global_tas",0.176973454480667
"CanESM5","ssp370",1921,"land_tas",0.192364690196073
"CanESM5","ssp370",1921,"sst",0.141221250784314
"CanESM5","ssp370",1922,"global_tas",0.207281855275983
"CanESM5","ssp370",1922,"land_tas",0.303175890196071
"CanESM5","ssp370",1922,"sst",0.14462214745098
"CanESM5","ssp370",1923,"global_tas",0.174284291019162
"CanESM5","ssp370",1923,"land_tas",0.23783949019607
"CanESM5","ssp370",1923,"sst",0.129664164117647
"CanESM5","ssp370",1924,"global_tas",0.143601996583373
"CanESM5","ssp370",1924,"land_tas",0.175549890196076
"CanESM5","ssp370",1924,"sst",0.112205894117647
"CanESM5","ssp370",1925,"global_tas",0.196216840614172
"CanESM5","ssp370",1925,"land_tas",0.227815490196076
"CanESM5","ssp370",1925,"sst",0.138053710784313
"CanESM5","ssp370",1926,"global_tas",0.201034708518864
"CanESM5","ssp370",1926,"land_tas",0.245256690196072
"CanESM5","ssp370",1926,"sst",0.147201744117647
"CanESM5","ssp370",1927,"global_tas",0.186446394447121
"CanESM5","ssp370",1927,"land_tas",0.222847090196069
"CanESM5","ssp370",1927,"sst",0.133521720784313
"CanESM5","ssp370",1928,"global_tas",0.191146150321238
"CanESM5","ssp370",1928,"land_tas",0.219765490196064
"CanESM5","ssp370",1928,"sst",0.14902543745098
"CanESM5","ssp370",1929,"global_tas",0.198020318461374
"CanESM5","ssp370",1929,"land_tas",0.252858290196073
"CanESM5","ssp370",1929,"sst",0.144131750784314
"CanESM5","ssp370",1930,"global_tas",0.193359077608363
"CanESM5","ssp370",1930,"land_tas",0.22358349019607
"CanESM5","ssp370",1930,"sst",0.149793404117647
"CanESM5","ssp370",1931,"global_tas",0.217792386530705
"CanESM5","ssp370",1931,"land_tas",0.254147490196078
"CanESM5","ssp370",1931,"sst",0.160387857450981
"CanESM5","ssp370",1932,"global_tas",0.236781848582498
"CanESM5","ssp370",1932,"land_tas",0.278449490196072
"CanESM5","ssp370",1932,"sst",0.190930527450981
"CanESM5","ssp370",1933,"global_tas",0.250978851306168
"CanESM5","ssp370",1933,"land_tas",0.339536290196072
"CanESM5","ssp370",1933,"sst",0.16655117745098
"CanESM5","ssp370",1934,"global_tas",0.193851256812575
"CanESM5","ssp370",1934,"land_tas",0.201328690196069
"CanESM5","ssp370",1934,"sst",0.14158453745098
"CanESM5","ssp370",1935,"global_tas",0.192676982744749
"CanESM5","ssp370",1935,"land_tas",0.202238690196075
"CanESM5","ssp370",1935,"sst",0.153590780784314
"CanESM5","ssp370",1936,"global_tas",0.242975491946079
"CanESM5","ssp370",1936,"land_tas",0.27160029019607
"CanESM5","ssp370",1936,"sst",0.178429157450981
"CanESM5","ssp370",1937,"global_tas",0.279430410858658
"CanESM5","ssp370",1937,"land_tas",0.336679890196067
"CanESM5","ssp370",1937,"sst",0.196348860784314
"CanESM5","ssp370",1938,"global_tas",0.275770761379672
"CanESM5","ssp370",1938,"land_tas",0.350513490196079
"CanESM5","ssp370",1938,"sst",0.194790104117647
"CanESM5","ssp370",1939,"global_tas",0.290119008336753
"CanESM5","ssp370",1939,"land_tas",0.372368690196076
"CanESM5","ssp370",1939,"sst",0.208286140784314
"CanESM5","ssp370",1940,"global_tas",0.263343034444422
"CanESM5","ssp370",1940,"land_tas",0.323004690196076
"CanESM5","ssp370",1940,"sst",0.194792964117647
"CanESM5","ssp370",1941,"global_tas",0.262689249163573
"CanESM5","ssp370",1941,"land_tas",0.310955890196078
"CanESM5","ssp370",1941,"sst",0.19782137745098
"CanESM5","ssp370",1942,"global_tas",0.25705517829711
"CanESM5","ssp370",1942,"land_tas",0.303075890196069
"CanESM5","ssp370",1942,"sst",0.18711218745098
"CanESM5","ssp370",1943,"global_tas",0.2495430268575
"CanESM5","ssp370",1943,"land_tas",0.294883490196075
"CanESM5","ssp370",1943,"sst",0.183260760784314
"CanESM5","ssp370",1944,"global_tas",0.270259678825321
"CanESM5","ssp370",1944,"land_tas",0.307568290196073
"CanESM5","ssp370",1944,"sst",0.198110564117647
"CanESM5","ssp370",1945,"global_tas",0.283410047091786
"CanESM5","ssp370",1945,"land_tas",0.354263490196074
"CanESM5","ssp370",1945,"sst",0.206539130784314
"CanESM5","ssp370",1946,"global_tas",0.317310073230026
"CanESM5","ssp370",1946,"land_tas",0.403527490196072
"CanESM5","ssp370",1946,"sst",0.23248008745098
"CanESM5","ssp370",1947,"global_tas",0.337907108023185
"CanESM5","ssp370",1947,"land_tas",0.437375490196068
"CanESM5","ssp370",1947,"sst",0.230079180784314
"CanESM5","ssp370",1948,"global_tas",0.307781921848173
"CanESM5","ssp370",1948,"land_tas",0.377070690196072
"CanESM5","ssp370",1948,"sst",0.22051873745098
"CanESM5","ssp370",1949,"global_tas",0.334782028807426
"CanESM5","ssp370",1949,"land_tas",0.417507090196068
"CanESM5","ssp370",1949,"sst",0.24615652745098
"CanESM5","ssp370",1950,"global_tas",0.370588128244772
"CanESM5","ssp370",1950,"land_tas",0.45814749019607
"CanESM5","ssp370",1950,"sst",0.267579094117647
"CanESM5","ssp370",1951,"global_tas",0.336904967065793
"CanESM5","ssp370",1951,"land_tas",0.428453090196074
"CanESM5","ssp370",1951,"sst",0.25496447745098
"CanESM5","ssp370",1952,"global_tas",0.338502337941102
"CanESM5","ssp370",1952,"land_tas",0.445998290196076
"CanESM5","ssp370",1952,"sst",0.245491174117647
"CanESM5","ssp370",1953,"global_tas",0.302172819576649
"CanESM5","ssp370",1953,"land_tas",0.350157490196073
"CanESM5","ssp370",1953,"sst",0.228486870784314
"CanESM5","ssp370",1954,"global_tas",0.293347315570616
"CanESM5","ssp370",1954,"land_tas",0.35013029019608
"CanESM5","ssp370",1954,"sst",0.221041570784314
"CanESM5","ssp370",1955,"global_tas",0.313679275421102
"CanESM5","ssp370",1955,"land_tas",0.359204290196078
"CanESM5","ssp370",1955,"sst",0.242217114117647
"CanESM5","ssp370",1956,"global_tas",0.322868951678277
"CanESM5","ssp370",1956,"land_tas",0.371188290196069
"CanESM5","ssp370",1956,"sst",0.254034150784313
"CanESM5","ssp370",1957,"global_tas",0.361545364455355
"CanESM5","ssp370",1957,"land_tas",0.435628690196077
"CanESM5","ssp370",1957,"sst",0.26461146745098
"CanESM5","ssp370",1958,"global_tas",0.336801713364989
"CanESM5","ssp370",1958,"land_tas",0.390996690196075
"CanESM5","ssp370",1958,"sst",0.24914200745098
"CanESM5","ssp370",1959,"global_tas",0.353220266077051
"CanESM5","ssp370",1959,"land_tas",0.401437890196078
"CanESM5","ssp370",1959,"sst",0.263666434117647
"CanESM5","ssp370",1960,"global_tas",0.347310756086106
"CanESM5","ssp370",1960,"land_tas",0.392739490196075
"CanESM5","ssp370",1960,"sst",0.26007273745098
"CanESM5","ssp370",1961,"global_tas",0.353968617294301
"CanESM5","ssp370",1961,"land_tas",0.397734290196076
"CanESM5","ssp370",1961,"sst",0.279024320784314
"CanESM5","ssp370",1962,"global_tas",0.348967666034603
"CanESM5","ssp370",1962,"land_tas",0.398511890196071
"CanESM5","ssp370",1962,"sst",0.268324564117647
"CanESM5","ssp370",1963,"global_tas",0.248899273150787
"CanESM5","ssp370",1963,"land_tas",0.285104290196075
"CanESM5","ssp370",1963,"sst",0.181527504117647
"CanESM5","ssp370",1964,"global_tas",0.133720478319397
"CanESM5","ssp370",1964,"land_tas",0.154650690196072
"CanESM5","ssp370",1964,"sst",0.0932009174509805
"CanESM5","ssp370",1965,"global_tas",0.118812264821572
"CanESM5","ssp370",1965,"land_tas",0.147588290196068
"CanESM5","ssp370",1965,"sst",0.087762690784314
"CanESM5","ssp370",1966,"global_tas",0.127957364840834
"CanESM5","ssp370",1966,"land_tas",0.156774290196067
"CanESM5","ssp370",1966,"sst",0.111299384117648
"CanESM5","ssp370",1967,"global_tas",0.114189195376782
"CanESM5","ssp370",1967,"land_tas",0.113383090196073
"CanESM5","ssp370",1967,"sst",0.11169838745098
"CanESM5","ssp370",1968,"global_tas",0.165290577831015
"CanESM5","ssp370",1968,"land_tas",0.188126290196062
"CanESM5","ssp370",1968,"sst",0.138076544117647
"CanESM5","ssp370",1969,"global_tas",0.197578267941997
"CanESM5","ssp370",1969,"land_tas",0.217019890196068
"CanESM5","ssp370",1969,"sst",0.179058554117647
"CanESM5","ssp370",1970,"global_tas",0.261468850656545
"CanESM5","ssp370",1970,"land_tas",0.332231890196076
"CanESM5","ssp370",1970,"sst",0.213071014117647
"CanESM5","ssp370",1971,"global_tas",0.28503598866524
"CanESM5","ssp370",1971,"land_tas",0.352001490196073
"CanESM5","ssp370",1971,"sst",0.221326170784314
"CanESM5","ssp370",1972,"global_tas",0.288109089663326
"CanESM5","ssp370",1972,"land_tas",0.366295890196072
"CanESM5","ssp370",1972,"sst",0.22283650745098
"CanESM5","ssp370",1973,"global_tas",0.328117553649965
"CanESM5","ssp370",1973,"land_tas",0.403916290196078
"CanESM5","ssp370",1973,"sst",0.261650164117647
"CanESM5","ssp370",1974,"global_tas",0.329621205217566
"CanESM5","ssp370",1974,"land_tas",0.401113090196077
"CanESM5","ssp370",1974,"sst",0.267098714117647
"CanESM5","ssp370",1975,"global_tas",0.312305474859956
"CanESM5","ssp370",1975,"land_tas",0.356431090196077
"CanESM5","ssp370",1975,"sst",0.240228094117647
"CanESM5","ssp370",1976,"global_tas",0.309045421069345
"CanESM5","ssp370",1976,"land_tas",0.352199490196071
"CanESM5","ssp370",1976,"sst",0.240518900784314
"CanESM5","ssp370",1977,"global_tas",0.34877582162097
"CanESM5","ssp370",1977,"land_tas",0.40525829019607
"CanESM5","ssp370",1977,"sst",0.256221514117647
"CanESM5","ssp370",1978,"global_tas",0.402285087598568
"CanESM5","ssp370",1978,"land_tas",0.504776290196069
"CanESM5","ssp370",1978,"sst",0.29419691745098
"CanESM5","ssp370",1979,"global_tas",0.449058983242039
"CanESM5","ssp370",1979,"land_tas",0.570596290196072
"CanESM5","ssp370",1979,"sst",0.324526300784314
"CanESM5","ssp370",1980,"global_tas",0.503013352166402
"CanESM5","ssp370",1980,"land_tas",0.668058290196068
"CanESM5","ssp370",1980,"sst",0.363423860784314
"CanESM5","ssp370",1981,"global_tas",0.531059672009696
"CanESM5","ssp370",1981,"land_tas",0.690681890196072
"CanESM5","ssp370",1981,"sst",0.384053184117647
"CanESM5","ssp370",1982,"global_tas",0.499128633413968
"CanESM5","ssp370",1982,"land_tas",0.613131490196072
"CanESM5","ssp370",1982,"sst",0.364253157450981
"CanESM5","ssp370",1983,"global_tas",0.425634583446838
"CanESM5","ssp370",1983,"land_tas",0.469153490196072
"CanESM5","ssp370",1983,"sst",0.332173004117647
"CanESM5","ssp370",1984,"global_tas",0.499530106675058
